物资学院路站,116.645993,39.928854
六营门站,116.423892,39.804984
青年路站,116.522719,39.960801
枣营站,116.413384,39.910925
石佛营站,116.512673,39.941768
孙河站,116.546719,40.057928
将台站,116.413384,39.910925
酒仙桥站,116.496975,39.994358
林萃桥站,116.382609,40.028790
房山城关站,116.149444,39.754326
篱笆房站,116.257970,39.964582
万源街站,116.514298,39.811574
高米店北站,116.336940,39.780077
草房站,116.413384,39.910925
褡裢坡站,116.569397,39.928846
东风北桥站,116.413384,39.910925
燕山站,115.965265,39.754896
长阳站,116.413384,39.910925
亦庄文化园站,116.575503,39.877178
西红门站,116.398381,39.754615
常营站,116.588370,39.933995
黄渠站,116.575224,39.930072
亦庄桥站,116.482134,39.811433
新宫站,116.372486,39.818821
旧宫站,116.453097,39.812387
小红门站,116.462670,39.848805
肖村站,116.454140,39.840301
